origin_country_code,origin_country_label_fr,reporting_country_code,reporting_country_name,sample_country_code,sample_country_name,sample_date,sample_year,sample_month,sample_day,crop_group,product_name,sampling_point,param_name,zen_detected,zen_value_ug_kg,lod_ug_kg,loq_ug_kg,result_status,result_type,origin_matches_reporting_country,origin_matches_sample_country,sampling_strategy,program_type,sample_method,source_archive,source_file,resId_A,latitude,longitude,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,cloud_cover_mean
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-14,2023,2,14,maize,Maize silage (feed),Primary production,Zearalenone,yes,35.16808494,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,3892D3148CC64AA2575696980B90B317,55.779,9.119,2023-02-14,-0.15,5.8,2.8791666,88.86384,0.0,73.458336
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-22,2023,2,22,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,8A28E96EDC9530184348AEE7125E9C09,55.779,9.119,2023-02-22,5.4395833,6.7,3.6,91.823975,1.3000001,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-22,2023,2,22,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,E009CEA741F17EC2B9879658426B3384,55.779,9.119,2023-02-22,5.4395833,6.7,3.6,91.823975,1.3000001,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-23,2023,2,23,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,DFB87A72A287FB5E4766C6C7A1C90686,55.779,9.119,2023-02-23,4.5229163,7.45,1.45,85.068474,0.0,79.416664
LT,Lituanie,LT,Lithuania,LT,Lithuania,2023-02-27,2023,2,27,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,no,,,6.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2024_LT_2023.ZIP/OCC_CHEMMON2024_LT_2023.CSV,664EA61D179B067357FA67C9A6C1EBF3,55.201,24.135,2023-02-27,-5.55,0.95,-2.58125,72.804276,0.0,39.375
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-28,2023,2,28,wheat,Wheat grains (feed),Primary production,Zearalenone,no,1.052291724,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,462CC055D29663BD591954730A4FD1EB,55.779,9.119,2023-02-28,1.6374998,8.1,-2.35,84.9695,0.0,15.541667
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-28,2023,2,28,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,52A086E743184C87D091A00016906383,55.779,9.119,2023-02-28,1.6374998,8.1,-2.35,84.9695,0.0,15.541667
DK,Danemark,DK,Denmark,DK,Denmark,2023-02-28,2023,2,28,maize,Maize silage (feed),Primary production,Zearalenone,yes,46.0160952,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,2B5CD532BFDBF42DA2E24079CC5EDAA0,55.779,9.119,2023-02-28,1.6374998,8.1,-2.35,84.9695,0.0,15.541667
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-01,2023,3,1,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,C24A3723516E31134ABF49DBFCC636EE,55.779,9.119,2023-03-01,1.0416665,6.25,-1.85,91.785255,0.0,52.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-01,2023,3,1,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,CA717C362EA7741EE76108A13ECA32F6,55.779,9.119,2023-03-01,1.0416665,6.25,-1.85,91.785255,0.0,52.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-01,2023,3,1,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,5EA976EBB361104555FABB307D1AD7F3,55.779,9.119,2023-03-01,1.0416665,6.25,-1.85,91.785255,0.0,52.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-01,2023,3,1,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,F2B74B9ED767AD6F96E9AE9F9172729B,55.779,9.119,2023-03-01,1.0416665,6.25,-1.85,91.785255,0.0,52.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-01,2023,3,1,maize,Maize silage (feed),Primary production,Zearalenone,yes,25.72794009,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,524B9D7EF2EECD182E8BEE77F5206B7D,55.779,9.119,2023-03-01,1.0416665,6.25,-1.85,91.785255,0.0,52.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-02,2023,3,2,maize,Maize silage (feed),Primary production,Zearalenone,yes,19.24973334,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,70B11D6CCD739C3F2B33B99E2F328417,55.779,9.119,2023-03-02,1.9875002,7.95,-2.35,82.15759,0.0,12.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-02,2023,3,2,wheat,Wheat grains (feed),Primary production,Zearalenone,no,1.029803448,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,0F406A5D7564EECD3AE92E25850880B2,55.779,9.119,2023-03-02,1.9875002,7.95,-2.35,82.15759,0.0,12.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-06,2023,3,6,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,343E1C53F0E0D018C53F67C730913D22,55.779,9.119,2023-03-06,-0.14166664,4.55,-4.7,72.460304,4.7000003,85.916664
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-07,2023,3,7,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,B657FB920C24A5CF450BC225A13C59C1,55.779,9.119,2023-03-07,-0.58750004,1.9,-4.65,79.606026,3.8999991,52.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-07,2023,3,7,maize,Maize silage (feed),Primary production,Zearalenone,yes,8.33895731,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,89DCF33BFF323E1A53758E915C55CA93,55.779,9.119,2023-03-07,-0.58750004,1.9,-4.65,79.606026,3.8999991,52.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-07,2023,3,7,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,5544F7792E715EF2BA20FE6ADDB1D44C,55.779,9.119,2023-03-07,-0.58750004,1.9,-4.65,79.606026,3.8999991,52.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-07,2023,3,7,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,163A613364FF70CA1129D886E67480DB,55.779,9.119,2023-03-07,-0.58750004,1.9,-4.65,79.606026,3.8999991,52.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-08,2023,3,8,maize,Maize silage (feed),Primary production,Zearalenone,yes,31.71214133,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,AA57D351B638777C8995EF2558F770FF,55.779,9.119,2023-03-08,3.8374999,6.25,1.15,74.24354,4.8999996,95.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-08,2023,3,8,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,3F465A0A1151DCA35B3AC8DAE6BD3920,55.779,9.119,2023-03-08,-1.9104162,3.5,-6.2,65.038284,0.4,36.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-08,2023,3,8,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,B7BB29A0C5F79247CD358E8624A13432,55.779,9.119,2023-03-08,-1.9104162,3.5,-6.2,65.038284,0.4,36.875
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2023-03-08,2023,3,8,maize,Maize grain (feed),Storage,Zearalenone,yes,46.43,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2024_CZ_2023.ZIP/OCC_CHEMMON2024_CZ_2023.CSV,DA28F02C0B3EA354B85CF8B96AD66514,49.765,15.05,2023-03-08,-1.9104162,3.5,-6.2,65.038284,0.4,36.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-09,2023,3,9,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,8E6EBDB07CDA98612A0620A6B885D38D,55.779,9.119,2023-03-09,-1.3041666,3.85,-5.15,72.01983,0.2,48.791668
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-09,2023,3,9,barley,Barley grain (feed),Primary production,Zearalenone,no,7.088493396,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,1B47CF723608AAE8F6D58E74AF734B2A,55.779,9.119,2023-03-09,-1.3041666,3.85,-5.15,72.01983,0.2,48.791668
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-10,2023,3,10,maize,Maize silage (feed),Primary production,Zearalenone,yes,59.45369353,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,918419C405BDA9764E6E6A61930532BA,55.779,9.119,2023-03-10,-0.95833343,2.9,-4.45,78.85954,1.6000001,99.875
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-10,2023,3,10,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,EC0AD00A323215E9457FDB02AFF6C003,55.779,9.119,2023-03-10,-0.95833343,2.9,-4.45,78.85954,1.6000001,99.875
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2023-03-13,2023,3,13,maize,Maize grain (feed),Storage,Zearalenone,yes,24.67,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2024_CZ_2023.ZIP/OCC_CHEMMON2024_CZ_2023.CSV,4FF4EBBEAD2E94AEEEEB77744FEEEF3D,49.765,15.05,2023-03-13,8.320833,13.5,4.2,75.83825,1.1,97.75
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2023-03-14,2023,3,14,maize,Maize grain (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2024_CZ_2023.ZIP/OCC_CHEMMON2024_CZ_2023.CSV,5388E2CB32C7702771AD29A6D29286B8,49.765,15.05,2023-03-14,7.777084,12.0,2.55,78.73224,2.1,98.166664
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-15,2023,3,15,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,53CAA06A03D81FC78292976E5F4AD3D4,55.779,9.119,2023-03-15,1.9979167,4.95,-1.15,74.20488,2.8,58.625
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-16,2023,3,16,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,B549C6DBFF7DD844D413158BFB09CFA4,55.779,9.119,2023-03-16,2.6479166,5.1,-1.85,75.51545,2.9999998,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-16,2023,3,16,maize,Maize silage (feed),Primary production,Zearalenone,yes,9.761634996,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,9EFDD66D680CE2DC77C710BD9253F630,55.779,9.119,2023-03-16,2.6479166,5.1,-1.85,75.51545,2.9999998,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-17,2023,3,17,maize,Maize silage (feed),Primary production,Zearalenone,yes,15.9227602,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,BD955BEFAB5B61405EB3C809D8794695,55.779,9.119,2023-03-17,6.358333,10.05,3.15,78.93156,6.7999997,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-17,2023,3,17,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,96D9EC3038FA30F0CBBA061CAA291408,55.779,9.119,2023-03-17,6.358333,10.05,3.15,78.93156,6.7999997,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-21,2023,3,21,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,94AFBA1A752FF2B5061E9C3CF24C7AE9,55.779,9.119,2023-03-21,5.5166664,7.95,1.45,97.0003,3.6999998,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-21,2023,3,21,maize,Maize silage (feed),Primary production,Zearalenone,yes,5.683184555,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,1B703EEF15934F4DDED73246FC36E1C8,55.779,9.119,2023-03-21,5.5166664,7.95,1.45,97.0003,3.6999998,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-22,2023,3,22,maize,Maize silage (feed),Primary production,Zearalenone,yes,16.05563487,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,20105C4BC0DA086BF2FC923249C45B8A,55.779,9.119,2023-03-22,7.3979173,8.6,6.6,94.00524,7.299999,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-22,2023,3,22,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,38764A567E0B8BAF9EAD7142615C6BC7,55.779,9.119,2023-03-22,7.3979173,8.6,6.6,94.00524,7.299999,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-23,2023,3,23,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,8995F847829821B3FFBB7D704EFE9E85,55.779,9.119,2023-03-23,7.6104164,10.5,6.05,87.79879,4.9999995,69.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-23,2023,3,23,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,994A767C2221113AF5F5EC6EB5E1E5E7,55.779,9.119,2023-03-23,7.6104164,10.5,6.05,87.79879,4.9999995,69.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-23,2023,3,23,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,87572DCC2BEEAAA97C00FD2179605B31,55.779,9.119,2023-03-23,7.6104164,10.5,6.05,87.79879,4.9999995,69.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-23,2023,3,23,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,3C0E9458F1516D441F20148D9959E2BA,55.779,9.119,2023-03-23,7.6104164,10.5,6.05,87.79879,4.9999995,69.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-24,2023,3,24,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,2222CB412238C0C190450806DE078D55,55.779,9.119,2023-03-24,7.8479176,9.55,6.05,87.582664,14.500001,74.916664
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-27,2023,3,27,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,37731C4A6107138F8E6CA70BFE66F20A,55.779,9.119,2023-03-27,0.10625001,4.75,-4.1,75.24716,2.8999999,35.458332
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-27,2023,3,27,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,CBCA4F2A9AE2FD18C59284C4616F23C6,55.779,9.119,2023-03-27,0.10625001,4.75,-4.1,75.24716,2.8999999,35.458332
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-28,2023,3,28,maize,Maize silage (feed),Primary production,Zearalenone,yes,11.21969181,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,94F9338BD9DD15462E6F5FA7D5734F64,55.779,9.119,2023-03-28,1.5291667,5.95,-4.7,73.090385,0.6,76.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-28,2023,3,28,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,7E3560E1CEC69B6D9041DC555DC03430,55.779,9.119,2023-03-28,1.5291667,5.95,-4.7,73.090385,0.6,76.125
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-29,2023,3,29,maize,Maize silage (feed),Primary production,Zearalenone,yes,21.79700199,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,F69EDA33430691CBBD0E3C6F73BC369C,55.779,9.119,2023-03-29,4.9833336,6.3,2.05,94.92133,3.4,100.0
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2023-03-29,2023,3,29,maize,Maize grain (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2024_CZ_2023.ZIP/OCC_CHEMMON2024_CZ_2023.CSV,9B1F1DE923071C2F7C6DC89259C9CD5C,49.765,15.05,2023-03-29,3.877083,8.5,-2.55,69.12533,0.0,97.25
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-30,2023,3,30,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,CAC95C331BC2325983CC8799C0833173,55.779,9.119,2023-03-30,7.695833,9.6,6.25,97.11419,15.8,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2023-03-30,2023,3,30,maize,Maize silage (feed),Primary production,Zearalenone,yes,99.30371266,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2024_DK_2023.ZIP/OCC_CHEMMON2024_DK_2023.CSV,9EAF75212E852B5B98B5F2D348493670,55.779,9.119,2023-03-30,7.695833,9.6,6.25,97.11419,15.8,100.0
